"student_id","semester","gpa","sleep_hours","study_hours","exercise_days","caffeine_mg","supervisor_meetings","wellbeing"
"S0290",3,3.11,6.9,17,1,85,6,57
"S0290",4,3.05,7,20,6,100,3,71
"S0291",1,3.35,7.2,25,6,60,5,64
"S0291",2,3.3,6.8,25,5,80,6,61
"S0291",3,3.33,6.7,27,,,3,66
"S0291",4,3.14,6.3,23,7,100,8,64
"S0292",1,3.3,6.9,24,0,0,4,69
"S0292",2,3.51,8.1,14,5,0,2,79
"S0292",3,3.62,7.6,21,1,0,5,70
"S0292",4,3.38,7.9,20,5,0,1,76
"S0293",1,3.16,7,31,0,120,9,66
"S0293",2,3.29,7.5,33,1,255,4,79
"S0293",3,3.44,7.7,30,4,135,5,84
"S0293",4,3.72,7.8,27,3,145,3,77
"S0294",1,3.8,6.5,19,3,210,1,59
"S0294",2,3.55,6.8,16,2,230,1,60
"S0294",3,3.4,6,14,1,375,1,67
"S0294",4,3.27,6.3,14,6,275,6,66
"S0295",1,3.13,5.6,37,3,155,5,48
"S0295",2,3.34,6.2,43,2,145,2,60
"S0295",3,2.98,5.4,38,2,220,3,60
"S0295",4,3.41,5.3,37,2,150,4,51
"S0296",1,2.99,6.3,38,0,170,4,27
"S0296",2,3.23,6.9,36,2,205,2,50
"S0296",3,3.03,,38,2,145,3,49
"S0296",4,2.98,5.8,40,1,155,2,37
"S0297",1,3.51,7.2,27,1,0,3,61
"S0297",2,3.07,6.9,23,1,0,3,61
"S0297",3,3.65,7.4,37,1,0,1,68
"S0297",4,3.44,8.2,24,0,0,1,63
"S0298",1,2.99,7.1,16,3,80,8,71
"S0298",2,2.65,7.2,9,1,80,6,71
"S0298",3,2.73,7.6,6,0,100,2,72
"S0298",4,2.61,7.2,8,6,80,13,63
"S0299",1,2.8,5.1,49,1,210,4,60
"S0299",2,2.97,5.6,46,0,210,5,59
"S0299",3,2.9,5.6,37,0,180,0,68
"S0299",4,3.18,6.5,50,1,,1,76
"S0300",1,3.47,7,30,4,155,6,70
"S0300",2,3.52,7,25,2,235,7,62
"S0300",3,3.48,7.2,35,2,125,4,62
"S0300",4,3.28,6.9,32,3,145,6,54
"S0301",1,3.23,6,49,3,0,3,64
"S0301",2,3.18,6.7,42,1,0,3,50
"S0301",3,3.25,6.6,43,1,0,3,46
"S0301",4,3.13,6.1,40,0,0,10,54
"S0302",1,3.02,7.2,20,1,170,8,59
"S0302",2,3.17,6.6,21,1,145,3,46
"S0302",3,3.12,7.4,13,2,170,5,54
"S0302",4,3.08,6,17,3,115,4,43
"S0303",1,2.93,6.1,52,2,130,2,61
"S0303",2,2.84,6.2,40,1,135,5,62
"S0303",3,2.88,5.4,43,5,120,1,58
"S0303",4,3.22,6.9,46,0,125,3,65
"S0304",1,2.91,7.7,4,1,195,3,57
"S0304",2,2.67,8,5,1,225,2,62
"S0304",3,2.76,7.4,2,0,270,4,57
"S0304",4,2.69,7.9,2,3,180,4,64
"S0305",1,2.81,7.3,,4,190,1,60
"S0305",2,2.79,6.1,25,5,220,0,53
"S0305",3,2.82,6.8,23,4,205,5,54
"S0305",4,2.74,6.9,21,3,210,2,60
"S0306",1,2.6,4.5,,1,260,4,46
"S0306",2,2.91,4.4,25,2,250,2,59
"S0306",3,2.96,5.1,29,0,185,7,58
"S0306",4,2.64,5.7,29,2,110,4,60
"S0307",1,3.28,5.5,47,0,0,5,44
"S0307",2,3.24,5.5,42,1,0,4,43
"S0307",3,3.49,5.6,43,4,0,2,47
"S0307",4,3.48,6.3,48,1,0,4,51
"S0308",1,3.26,5.5,38,1,350,4,47
"S0308",2,2.95,5,38,3,390,0,55
"S0308",3,2.88,4.5,46,1,415,1,50
"S0308",4,3.14,5.2,40,0,560,0,45
"S0309",1,3.2,8.2,32,3,135,3,75
"S0309",2,2.92,8.1,30,2,,4,69
"S0309",3,3.78,7.8,31,6,100,3,69
"S0309",4,3.18,7.2,22,6,185,8,73
"S0310",1,2.78,3.5,57,0,885,7,38
"S0310",2,2.59,4,63,0,715,4,46
"S0310",3,2.6,3.8,70,0,785,8,44
"S0310",4,2.87,3.9,62,2,735,7,48
"S0311",1,3.24,6.7,27,3,110,5,58
"S0311",2,3.21,7,24,1,120,4,50
"S0311",3,3.23,7.5,30,4,85,1,54
"S0311",4,3.14,7.3,27,3,75,5,45
"S0312",1,3.1,3.9,67,0,785,1,51
"S0312",2,3.34,3.5,65,0,725,5,54
"S0312",3,3.33,3.9,62,0,700,3,45
"S0312",4,2.97,3.5,59,0,760,5,55
"S0313",1,3.09,6.5,37,0,280,5,73
"S0313",2,3.51,6.4,34,0,285,4,63
"S0313",3,3.05,6.8,28,1,230,0,72
"S0313",4,3.21,5.4,35,2,290,4,52
"S0314",1,2.78,5.8,44,0,545,5,37
"S0314",2,2.85,5.3,49,2,450,7,53
"S0314",3,2.64,6.2,44,0,440,3,44
"S0314",4,2.65,5.9,42,0,435,7,41
"S0315",1,3.23,6,12,2,190,1,61
"S0315",2,3.15,6.3,11,1,120,1,71
"S0316",1,3.11,6.9,27,7,155,2,70
"S0316",2,3.42,6.9,25,5,110,3,72
"S0316",3,3.25,7.5,22,7,140,2,79
"S0316",4,3.51,7.5,26,2,120,5,65
"S0317",1,2.88,7.5,28,4,75,5,70
"S0317",2,3.12,7.1,37,5,80,2,77
"S0317",3,3.33,7.4,31,2,80,4,86
"S0317",4,2.7,7.6,36,0,65,7,57
"S0318",1,3.3,6.9,23,0,335,1,52
"S0318",2,3.03,7.2,32,2,270,1,64
"S0319",1,2.96,6.1,22,2,335,5,54
"S0319",2,2.72,6.8,26,2,245,9,61
"S0319",3,2.21,5.9,25,2,245,4,51
"S0319",4,2.91,5.8,29,0,295,1,49
"S0320",1,3.68,5,55,2,280,14,67
"S0320",2,3.18,5.8,48,4,295,12,51
"S0320",3,3.44,5.7,46,3,260,6,49
"S0320",4,3.5,5.7,50,1,305,10,43
"S0321",1,2.94,5.7,31,1,205,8,54
"S0321",2,2.86,5.8,35,1,255,6,55
"S0321",3,2.99,5.9,36,2,305,5,56
"S0321",4,2.92,5.9,44,2,230,5,45
"S0322",1,3.11,6,24,2,100,8,63
"S0322",2,2.86,6.3,18,2,100,7,62
"S0322",3,2.82,6.9,21,2,65,4,56
"S0322",4,2.86,6.4,22,0,110,9,58
"S0323",1,3.11,7.2,18,4,90,8,73
"S0323",2,2.83,6.5,21,3,100,5,60
"S0323",3,3.11,6.6,16,3,85,3,61
"S0323",4,2.97,6.6,19,3,90,5,65
"S0324",1,2.89,6.2,47,2,345,6,57
"S0324",2,2.71,5.3,49,2,410,8,41
"S0324",3,2.75,4.4,42,3,605,7,44
"S0324",4,3.06,4.6,49,0,465,7,33
"S0325",1,3.4,7.3,19,1,115,10,66
"S0325",2,3.55,6.8,19,4,170,5,63
"S0325",3,3.53,6.5,23,6,180,3,60
"S0325",4,3.47,7.5,23,5,175,5,59
"S0326",1,2.3,5.5,41,0,310,4,24
"S0326",2,2.56,5.5,48,1,305,3,36
"S0326",3,2.38,5.7,45,1,290,6,33
"S0326",4,2.66,4.4,46,2,455,7,25
"S0327",1,2.93,7.1,8,1,150,1,81
"S0327",2,2.87,6.8,8,3,120,7,69
"S0327",3,3.25,7.1,20,3,145,4,74
"S0327",4,3.08,6.5,20,6,130,4,72
"S0328",1,2.58,6.8,2,2,90,4,56
"S0328",2,2.38,7,2,3,130,6,60
"S0328",3,2.44,7.1,4,2,100,0,69
"S0328",4,2.42,6.6,2,6,145,3,62
"S0329",1,3.34,6.5,28,3,225,3,49
"S0329",2,3.29,6,28,0,325,4,42
"S0329",3,3.04,6.2,19,1,240,1,35
"S0329",4,3.1,5.4,23,2,350,1,37
"S0330",1,3.41,7.6,15,0,75,5,76
"S0330",2,3.18,8.3,23,4,85,1,76
"S0330",3,3.05,8,13,,70,3,69
"S0330",4,3.23,7.8,16,2,70,2,74
"S0331",1,3.09,7.1,18,4,140,2,90
"S0331",2,3.17,7.8,13,5,185,5,89
"S0331",3,3.26,7.5,21,2,210,12,95
"S0331",4,3.4,7.2,20,4,250,4,88
"S0332",1,3.05,7.2,23,1,0,8,62
"S0332",2,2.98,7.4,22,3,0,6,63
"S0332",3,2.87,7.4,23,3,0,6,58
"S0332",4,2.88,7.1,19,5,0,3,62
"S0333",1,3.2,5.1,38,2,355,6,52
"S0333",2,3.08,5.1,39,0,400,5,48
"S0333",3,3.11,5.1,39,1,390,4,54
"S0333",4,3.3,4.8,40,3,320,2,44
"S0334",1,2.91,6,51,1,240,6,60
"S0334",2,3.27,5.8,45,0,275,8,61
"S0334",3,2.99,5.7,40,0,170,0,57
"S0334",4,2.68,4.9,48,0,375,4,53
"S0335",1,3.15,5.9,29,0,95,2,51
"S0335",2,3.02,5.6,36,1,150,7,63
"S0335",3,2.72,5.4,36,1,85,7,62
"S0335",4,3.03,5,36,1,180,4,49
"S0336",1,2.69,6.1,25,1,200,3,55
"S0336",2,2.6,5.8,20,3,280,5,50
"S0336",3,2.68,6.6,28,2,200,2,39
"S0336",4,2.76,6.4,30,3,195,0,44
"S0337",1,3.61,6.2,36,2,0,7,45
"S0337",2,3.36,6.2,30,0,0,4,35
"S0337",3,3.4,5.9,32,2,0,7,45
"S0337",4,3.03,6.3,36,1,0,6,40
"S0338",1,3.07,7.5,25,0,120,6,92
"S0338",2,3.43,7.7,32,2,90,6,69
"S0338",3,3.33,7.7,35,4,105,4,76
"S0338",4,2.89,6.8,28,2,80,3,68
"S0339",1,3.49,7.3,37,0,185,2,79
"S0339",2,3.26,6.3,38,1,270,2,86
"S0339",3,3.91,7.5,42,2,185,4,77
"S0339",4,3.2,6.4,44,0,220,6,68
"S0340",1,3.09,8.2,31,1,0,6,59
"S0340",2,2.92,7.4,23,1,0,8,61
"S0340",3,3.05,8,22,0,0,3,77
"S0340",4,3.23,8.4,20,3,0,5,64
"S0341",1,3.06,7.2,2,2,0,2,87
"S0341",2,2.69,7.3,2,3,0,2,87
"S0341",3,3,6.9,7,2,0,5,88
"S0341",4,2.75,6.2,6,4,0,3,86
"S0342",1,2.71,5,16,5,220,2,42
"S0342",2,2.8,5.9,19,5,235,2,48
"S0342",3,2.44,4.9,15,3,250,4,41
"S0342",4,2.57,4.8,21,4,210,4,42
"S0343",1,2.71,6.7,25,4,255,3,53
"S0343",2,2.54,6.7,24,4,205,2,52
"S0343",3,2.46,6.7,26,0,240,0,58
"S0343",4,2.41,6.6,22,2,285,3,61
"S0344",1,3.45,6.2,36,1,265,3,59
"S0344",2,3.43,4.7,41,1,235,2,49
"S0344",3,3.57,5.8,37,1,190,6,51
"S0344",4,3.45,6.3,36,1,225,3,50
"S0345",1,2.23,5.9,34,1,0,4,50
"S0345",2,2.45,6.2,39,2,0,5,49
"S0345",3,2.85,5.7,47,1,0,3,47
"S0345",4,2.64,6.3,43,0,0,3,46
"S0346",1,3.59,7.3,15,1,0,7,55
"S0346",2,3.32,6.8,16,4,0,5,58
"S0346",3,3.28,7.6,16,3,0,6,54
"S0346",4,3.21,7,11,2,0,9,53
"S0347",1,3.03,5.8,22,0,205,1,57
"S0347",2,2.92,5.7,26,3,135,3,55
"S0347",3,3.16,6.3,31,2,130,5,56
"S0347",4,3.24,6,29,2,185,4,60
"S0348",1,3.37,6.3,42,2,115,6,61
"S0348",2,3.04,5.5,40,1,150,2,53
"S0348",3,3.02,6.4,39,4,195,7,57
"S0348",4,3.09,6.1,30,2,165,6,53
"S0349",1,2.91,6.2,39,2,0,4,60
"S0349",2,2.94,6.6,32,0,0,5,75
"S0349",3,3.16,6.8,25,2,0,4,71
"S0349",4,3.05,7,32,4,0,4,71
"S0350",1,3.17,7.6,20,2,170,6,77
"S0350",2,3.22,7.1,31,4,215,6,72
"S0351",1,3.21,6.7,32,4,155,2,70
"S0351",2,3.18,7.2,32,5,85,4,71
"S0351",3,3.1,6.5,33,5,80,2,66
"S0351",4,3.07,6.6,30,0,140,5,69
"S0352",1,3.07,6.7,38,2,305,6,60
"S0352",2,2.84,6.4,44,4,295,9,61
"S0352",3,3.24,6.8,39,6,270,8,69
"S0352",4,3.17,7.1,40,2,270,11,66
"S0353",1,3.22,6.5,25,4,170,6,59
"S0353",2,3.09,6.8,27,1,135,5,60
"S0353",3,3.18,6.8,23,1,160,6,56
"S0353",4,3.06,6.9,24,2,145,2,58
"S0354",1,2.95,5.8,23,2,410,7,57
"S0354",2,2.92,5,17,2,415,6,44
"S0354",3,2.99,5.5,18,1,620,1,52
"S0354",4,2.71,6.6,16,2,370,6,55
"S0355",1,2.98,8.3,24,2,80,4,50
"S0355",2,3.43,8,21,3,110,1,59
"S0355",3,3.3,7.6,18,1,80,8,63
"S0355",4,3.23,7.3,19,2,105,5,61
"S0356",1,3.11,6.2,10,1,215,5,56
"S0356",2,3.15,5.8,4,6,320,7,60
"S0356",3,3.51,6.6,6,3,295,4,60
"S0356",4,3.12,7.1,7,4,355,4,60
"S0357",1,3.27,6.6,27,5,70,5,70
"S0357",2,3.18,6.8,25,3,70,7,80
"S0357",3,3.29,6.2,22,2,60,6,74
"S0357",4,3.04,6.4,27,2,75,4,77
"S0358",1,2.69,5.1,31,1,245,0,44
"S0358",2,2.64,5.9,29,1,200,3,49
"S0358",3,2.48,4.9,33,1,260,2,54
"S0358",4,2.64,5.2,29,0,260,3,35
"S0359",1,3.25,6.7,23,5,110,9,62
"S0359",2,3.67,7.4,16,3,120,10,60
"S0359",3,3.15,7.4,27,7,95,6,71
"S0359",4,3.39,6.9,22,7,95,5,65
"S0360",1,2.55,7.2,6,2,110,10,59
"S0360",2,2.9,7.7,11,1,170,3,47
"S0360",3,3.42,7.6,17,1,145,4,55
"S0360",4,3.16,7.5,12,2,130,3,52
"S0361",1,2.35,5.9,4,0,170,3,73
"S0361",2,2.17,6.3,2,2,160,5,70
"S0361",3,2.16,6,2,1,245,2,84
"S0361",4,2.4,7,3,3,,1,64
"S0362",1,3.94,6.4,30,4,95,6,81
"S0362",2,3.15,6.6,39,7,90,4,80
"S0362",3,3.43,7.2,43,7,110,5,81
"S0362",4,3.05,6.2,33,2,85,5,73
"S0363",1,3.66,6.2,30,5,285,1,82
"S0363",2,3.34,6.6,26,1,290,1,83
"S0363",3,3.82,6.4,26,,195,7,75
"S0363",4,3.55,6.7,23,2,270,4,82
"S0364",1,3.01,6.8,7,1,170,7,75
"S0364",2,2.91,7.9,5,1,165,8,70
"S0364",3,2.9,6.6,6,1,205,3,62
"S0364",4,2.93,7.2,8,1,200,8,70
"S0365",1,3.09,4.9,53,0,440,0,45
"S0365",2,2.82,5.6,51,3,435,0,48
"S0365",3,2.84,5.3,48,2,470,0,49
"S0365",4,3.09,5.1,50,3,495,1,39
"S0366",1,2.94,6.6,27,3,40,5,76
"S0366",2,3.24,7,24,0,50,9,77
"S0366",3,3.59,7,18,6,55,8,89
"S0366",4,2.9,7,27,5,65,8,86
"S0367",1,2.99,7.4,34,7,115,2,64
"S0367",2,3.24,7.2,31,2,120,7,69
"S0367",3,3.21,7.1,33,1,110,6,67
"S0367",4,3.2,7.4,35,4,135,4,62
"S0368",1,3.09,7.6,27,4,140,2,50
"S0368",2,2.62,7.3,16,3,135,2,48
"S0368",3,2.72,7.8,21,2,135,5,43
"S0368",4,2.8,7.1,31,3,120,6,44
"S0369",1,3.49,6.1,23,3,215,0,82
"S0369",2,3.34,6.7,29,3,150,3,90
"S0369",3,3.09,6.6,28,4,130,3,91
"S0369",4,3.44,5.9,30,3,215,3,84
"S0370",1,3.55,6,50,1,170,4,75
"S0370",2,3.23,6.5,47,0,130,4,80
"S0370",3,3.4,5.4,55,2,135,1,67
"S0370",4,3.33,5.4,52,2,140,3,81
"S0371",1,2.93,4.1,36,2,650,2,53
"S0371",2,2.49,3.5,35,1,660,11,73
"S0371",3,2.32,3.5,34,3,785,4,62
"S0371",4,2.51,3.5,26,2,635,3,61
"S0372",1,3.64,6.7,23,2,0,1,57
"S0372",2,3.31,6.3,22,2,0,9,68
"S0372",3,3.67,6.7,19,3,0,4,70
"S0372",4,3.38,6.4,13,3,0,4,69
"S0373",1,2.74,6.6,21,2,140,0,42
"S0373",2,2.93,6.9,18,6,165,4,37
"S0374",1,3.43,5.9,37,1,240,5,70
"S0374",2,3.72,6.1,28,7,140,8,74
"S0374",3,3.4,6.3,27,1,285,3,76
"S0374",4,3.25,6.8,27,1,165,5,71
"S0375",1,3.33,6.4,21,1,180,0,65
"S0375",2,3.1,6.5,20,4,205,2,67
"S0375",3,2.99,6.7,19,2,180,3,67
"S0375",4,3.45,6.8,20,0,185,2,61
"S0376",1,3.08,6.9,21,1,180,1,51
"S0376",2,2.86,6.6,17,1,235,6,57
"S0376",3,3.15,7,19,1,160,5,51
"S0376",4,3.16,7.1,23,3,230,3,55
"S0377",1,3.07,5.9,31,1,200,2,48
"S0377",2,3.32,6.2,31,2,120,3,54
"S0377",3,3.38,7.2,36,7,140,3,60
"S0377",4,3.09,6.3,27,7,195,5,54
"S0378",1,3.35,7.4,24,4,75,3,77
"S0378",2,2.97,7.2,17,1,85,4,87
"S0378",3,3.3,8,18,5,65,1,73
"S0378",4,3.35,7.2,21,2,70,1,74
"S0379",1,3.21,6.4,15,1,170,6,64
"S0379",2,3.33,6.4,24,,185,2,82
"S0379",3,3.33,6.1,22,0,210,2,71
"S0379",4,3.31,6.5,11,0,150,3,78
"S0380",1,3.5,6.5,,1,0,3,71
"S0380",2,3.47,6.9,41,3,0,8,60
"S0381",1,3.05,5.2,15,0,225,14,55
"S0381",2,2.72,5.8,21,4,360,4,51
"S0381",3,2.88,6.2,23,5,260,9,58
"S0381",4,2.94,6.1,23,6,265,4,53
"S0382",1,3.34,6.8,27,5,135,4,63
"S0382",2,3.46,6.8,31,7,140,2,86
"S0382",3,3.73,6.7,33,7,260,5,67
"S0382",4,3.45,8.1,28,7,160,5,74
"S0383",1,3.16,9.4,2,5,25,6,75
"S0383",2,3.18,9.6,2,7,20,5,73
"S0383",3,3.36,10,5,3,15,1,74
"S0383",4,3.38,9.4,8,5,25,4,65
"S0384",1,2.49,5.7,16,0,175,5,67
"S0384",2,2.76,6.2,18,1,175,5,64
"S0384",3,2.58,5.7,20,1,185,4,68
"S0384",4,2.6,5.5,19,1,225,2,58
"S0385",1,2.98,5.4,35,1,490,1,36
"S0385",2,3.47,6,36,4,285,1,34
"S0385",3,3.08,5.9,33,5,315,1,29
"S0385",4,3.13,6.2,37,0,325,0,37
"S0386",1,2.95,5.9,49,0,250,4,69
"S0386",2,2.99,5.7,45,0,345,6,65
"S0386",3,2.89,5.6,42,0,335,3,59
"S0386",4,2.99,5.7,42,0,400,4,65
"S0387",1,2.6,5.6,35,6,260,4,57
"S0387",2,2.93,6,32,1,190,3,65
"S0387",3,2.75,5.9,28,1,255,4,67
"S0387",4,3.12,6.7,41,2,215,5,62
"S0388",1,3.99,7.8,11,0,65,10,87
"S0388",2,3.7,7.4,11,0,45,12,79
"S0388",3,3.77,6.8,16,2,55,15,63
"S0388",4,4,7.4,17,3,40,10,72
"S0389",1,3.17,5.6,41,0,280,5,63
"S0389",2,3.18,5.4,45,1,190,0,50
"S0389",3,3.36,5.9,42,3,385,4,69
"S0389",4,3.7,6.1,41,1,180,5,59
"S0390",1,3.17,8,19,3,140,5,57
"S0390",2,3.12,7.7,23,4,225,7,54
"S0390",3,3.12,6.6,19,4,175,9,67
"S0390",4,2.86,6.2,35,4,205,4,48
"S0391",1,3.08,7.2,32,4,110,6,67
"S0391",2,2.81,6.3,35,5,55,6,73
"S0391",3,2.87,6.7,26,3,65,5,59
"S0391",4,3.24,7.3,24,5,40,4,66
"S0392",1,3.47,5.3,45,1,185,1,66
"S0392",2,3.5,4.7,43,0,220,6,54
"S0392",3,3.39,5.1,53,0,265,0,67
"S0392",4,3.25,4.7,47,0,310,7,62
"S0393",1,2.86,6.2,47,3,175,3,60
"S0393",2,3.12,5.6,46,2,165,6,51
"S0393",3,3.52,6.7,49,0,175,3,44
"S0393",4,3.23,6.1,49,1,115,4,40
"S0394",1,3.06,5.7,36,1,130,2,63
"S0394",2,2.77,6.2,38,3,145,3,72
"S0395",1,2.77,6.7,12,3,120,3,62
"S0395",2,3.05,6.4,12,2,100,5,57
"S0396",1,3.41,8.3,20,3,100,6,63
"S0396",2,3.45,7.8,17,3,80,1,74
"S0396",3,3.61,9.1,18,3,85,5,72
"S0396",4,3.06,7.4,20,2,60,2,55
"S0397",1,3.37,6.4,34,3,95,9,63
"S0397",2,3.35,7.1,26,3,85,9,82
"S0397",3,3.27,7.2,32,5,70,10,70
"S0397",4,3.44,,39,2,60,8,70
"S0398",1,3.42,7.4,11,2,100,7,76
"S0398",2,2.97,6.8,8,2,75,6,75
"S0398",3,2.76,6.3,15,1,60,5,65
"S0398",4,2.66,6.1,6,1,100,4,59
"S0399",1,2.9,6.6,9,2,320,3,58
"S0399",2,3.02,6.8,4,4,245,8,55
"S0399",3,2.77,5.8,7,5,285,5,46
"S0399",4,3.06,5.9,14,1,295,7,40
"S0400",1,2.61,4.4,50,2,250,5,57
"S0400",2,2.62,5.2,51,1,235,5,56
"S0400",3,2.93,4.9,51,0,310,3,53
"S0400",4,2.98,4.1,49,2,440,2,58
"S0401",1,3.12,5.9,52,1,180,4,71
"S0401",2,2.82,5.4,60,6,210,4,67
"S0401",3,3.19,5.7,53,2,275,4,72
"S0401",4,3.21,6.2,56,2,290,4,64
"S0402",1,3.21,6.3,18,1,0,4,51
"S0402",2,3.44,6.8,21,3,0,4,60
"S0402",3,3.15,6.9,16,2,0,8,44
"S0402",4,3.47,7,20,4,0,7,50
"S0403",1,2.85,5.7,20,1,0,5,68
"S0403",2,2.91,6.3,21,1,0,2,71
"S0403",3,2.97,5.9,20,1,0,2,63
"S0403",4,2.92,6.3,19,0,0,6,79
"S0404",1,3.31,7.1,33,6,30,5,75
"S0404",2,3.44,7.6,30,4,50,8,84
"S0404",3,3.96,6.6,26,4,45,4,76
"S0404",4,3.42,7.5,41,2,45,8,71
"S0405",1,3.9,6.6,44,2,80,6,44
"S0405",2,3.78,6.6,33,1,100,3,42
"S0405",3,3.49,5.7,40,1,95,8,38
"S0405",4,3.9,6.5,,2,80,2,40
"S0406",1,3.09,6.6,12,0,180,3,62
"S0406",2,2.7,6.9,8,1,235,1,55
"S0406",3,2.99,6.4,21,3,260,2,57
"S0406",4,2.77,6.1,10,2,250,0,41
"S0407",1,3.03,6.6,26,7,100,1,51
"S0407",2,3.24,6.4,22,7,110,1,68
"S0407",3,2.78,6.3,13,3,135,4,60
"S0407",4,2.93,6.1,19,5,175,2,60
"S0408",1,3.7,7.4,23,3,190,10,87
"S0408",2,3.5,6.7,19,2,280,8,89
"S0408",3,3.69,6.9,35,2,185,10,86
"S0408",4,3.64,7.1,27,4,280,5,79
"S0409",1,3.01,10,5,6,20,2,71
"S0409",2,2.92,9.6,2,5,20,1,85
"S0409",3,2.98,10,12,5,20,8,71
"S0409",4,2.08,9.4,2,7,15,3,69
"S0410",1,2.7,4.9,28,0,310,5,52
"S0410",2,2.51,4.7,31,2,200,4,59
"S0410",3,2.53,4.1,33,0,380,1,61
"S0410",4,2.66,4.4,30,1,265,3,61
"S0411",1,3.28,4.8,48,2,260,9,62
"S0411",2,3.29,5,49,4,200,6,69
"S0411",3,3.19,4.8,45,1,295,9,55
"S0411",4,3.22,5.7,53,1,215,7,62
"S0412",1,3.27,5.7,44,3,340,4,49
"S0412",2,3.08,5.8,40,6,210,1,47
"S0412",3,3.17,6.7,43,4,165,5,52
"S0412",4,3.09,6.5,39,2,175,4,57
"S0413",1,3.41,6.1,53,0,325,1,56
"S0413",2,3.17,5.9,50,0,300,2,61
"S0413",3,3.85,6.8,52,2,240,4,64
"S0413",4,3.51,6.5,50,1,330,3,58
"S0414",1,3.43,5.9,,2,120,1,66
"S0414",2,3.38,5.9,,1,125,3,61
"S0415",1,3.34,6.2,52,2,305,6,62
"S0415",2,3.36,5.6,56,2,305,5,65
"S0415",3,3.35,6,47,0,340,4,54
"S0415",4,3.34,5.6,51,1,,5,63
"S0416",1,2.88,6.2,19,1,270,1,42
"S0416",2,3,7.9,18,0,165,1,52
"S0416",3,2.81,7.1,15,0,130,3,45
"S0416",4,2.97,6.7,24,3,145,1,56
"S0417",1,3.29,7.5,11,2,65,5,77
"S0417",2,3.39,7.3,12,5,100,5,78
"S0417",3,3.43,7,11,1,70,11,76
"S0417",4,3.08,6.9,8,7,55,6,70
"S0418",1,2.83,6.4,20,4,135,5,49
"S0418",2,2.91,6.9,21,1,115,4,66
"S0418",3,2.82,7,29,5,165,1,60
"S0418",4,3.17,5.8,27,2,140,2,48
"S0419",1,3.26,5.7,20,1,145,6,49
"S0419",2,3.16,5.9,22,4,195,9,49
"S0419",3,3.17,6,14,4,135,9,55
"S0419",4,3.09,6.7,18,4,110,4,42
"S0420",1,2.83,7.8,16,3,140,1,57
"S0420",2,2.77,6.7,13,2,225,3,71
"S0420",3,2.52,7,11,3,210,3,62
"S0420",4,2.63,7.5,14,4,120,1,56
"S0421",1,3.21,7.6,20,,90,2,64
"S0421",2,3.3,7.7,26,2,80,9,56
"S0421",3,3.03,6.9,23,6,115,6,56
"S0421",4,3.37,7.5,23,4,75,3,54
"S0422",1,2.6,5.7,27,0,65,1,65
"S0422",2,2.85,5.9,28,1,70,4,63
"S0422",3,3.01,6.8,36,3,75,2,61
"S0422",4,2.65,6,26,0,65,7,56
"S0423",1,3.52,4.8,34,0,190,5,49
"S0423",2,3.12,5,41,1,385,6,43
"S0423",3,2.85,4.9,30,1,255,7,53
"S0423",4,3.47,5.7,46,1,260,7,48
"S0424",1,2.89,6.8,9,0,160,2,58
"S0424",2,2.83,6,4,1,155,2,56
"S0424",3,2.77,6.7,6,0,80,0,62
"S0424",4,2.63,6.9,5,3,120,0,59
"S0425",1,3.38,5.7,17,1,260,5,59
"S0425",2,3.47,6.5,29,1,170,5,58
"S0425",3,3.44,7.3,18,2,180,5,55
"S0425",4,3.48,6.4,,2,275,3,69
"S0426",1,3.38,7.3,29,2,55,5,69
"S0426",2,3.47,7.5,35,2,85,11,84
"S0426",3,3.28,6.6,34,1,65,11,73
"S0426",4,3.47,7.7,30,2,55,4,71
"S0427",1,3.32,8.4,21,0,170,5,90
"S0427",2,3.73,8.1,27,4,165,4,98
"S0427",3,3.48,8.8,23,5,135,10,89
"S0427",4,3.72,8.4,23,1,190,8,88
"S0428",1,3.28,7.4,26,2,230,6,62
"S0428",2,2.99,6.7,21,0,195,4,61
"S0428",3,2.82,5.8,21,6,245,3,54
"S0428",4,3.16,6.2,25,4,295,5,58
"S0429",1,3.54,7.8,17,3,100,5,75
"S0429",2,3.18,7.6,25,3,95,4,71
"S0429",3,3.48,7,25,3,130,5,60
"S0429",4,3.29,7.5,20,3,115,4,68
"S0430",1,2.51,6.4,22,5,175,3,61
"S0430",2,2.83,6,28,5,175,3,63
"S0430",3,2.83,5.5,15,2,170,0,52
"S0430",4,2.8,6.1,21,3,175,4,53
"S0431",1,3.04,6.6,20,3,140,7,63
"S0431",2,3.3,6.9,22,2,165,8,77
"S0432",1,3.35,6.6,24,3,185,4,57
"S0432",2,3.65,6.8,30,4,160,2,45
"S0432",3,3.53,7.3,20,5,150,4,56
"S0432",4,3.3,6.7,20,2,140,4,53
"S0433",1,2.8,5.4,43,2,195,5,56
"S0433",2,2.93,5.6,42,2,340,1,63
"S0433",3,2.81,5.7,38,2,225,8,65
"S0433",4,2.92,5.3,38,2,255,3,63
"S0434",1,2.53,7.3,19,4,180,2,46
"S0434",2,2.78,7.8,18,0,95,2,59
"S0434",3,2.84,7.8,15,0,145,1,65
"S0434",4,2.75,7.4,18,0,170,0,57
"S0435",1,3.03,6.4,42,0,140,7,70
"S0435",2,3.65,4.5,44,3,140,7,43
"S0435",3,3.4,6,38,1,120,5,49
