"student_id","supervisor_id","age","gender","faculty","programme","study_mode","employment","has_children","lives_away","financial_worry","workshop","workshop_sessions","considering_dropout"
"S0516","SUP026",24,"Female","Humanities","Master's","Part-time","Full-time job","No","Yes",3,"Not invited",0,"No"
"S0517","SUP071",35,"Female","Natural Sciences","Master's","Full-time","None","Yes","No",4,"Invited",2,"No"
"S0518","SUP107",26,"Female","Social Sciences","Master's","Full-time","Part-time job","No","No",2,"Invited",0,"Yes"
"S0519","SUP007",31,"Female","Natural Sciences","PhD","Full-time","None","No","No",3,"Not invited",0,"No"
"S0520","SUP076",24,"Female","Humanities","Master's","Full-time","Full-time job","Yes","No",3,"Invited",6,"Yes"
"S0521","SUP023",50,"Female","Social Sciences","PhD","Part-time","Full-time job","Yes","Yes",4,"Not invited",0,"Yes"
"S0522","SUP113",38,"Male","Education","PhD","Part-time","None","No","Yes",2,"Not invited",0,"No"
"S0523","SUP091",26,"Male","Education","Master's","Full-time","None","No","Yes",2,"Invited",4,"No"
"S0524","SUP027",36,"Female","Health Sciences","Master's","Full-time","None","No","No",5,"Not invited",0,"No"
"S0525","SUP057",29,"Male","Education","Master's","Full-time","Part-time job","Yes","Yes",4,"Not invited",0,"No"
"S0526","SUP086",31,"Female","Natural Sciences","PhD","Full-time","None","Yes","No",3,"Invited",5,"No"
"S0527","SUP021",24,"Male","Health Sciences","Master's","Part-time","Part-time job","No","No",2,"Invited",6,"No"
"S0528","SUP035",40,"Female","Education","PhD","Full-time","None","No","No",3,"Invited",0,"No"
"S0529","SUP070",25,"Male","Education","Master's","Full-time","Part-time job","No","No",1,"Invited",6,"No"
"S0530","SUP115",32,"Female","Social Sciences","PhD","Full-time","None","No","No",4,"Invited",4,"Yes"
"S0531","SUP100",24,"Male","Health Sciences","Master's","Full-time","None","No","No",3,"Invited",1,"No"
"S0532","SUP114",30,"Male","Natural Sciences","Master's","Full-time","None","Yes","No",4,"Not invited",0,"No"
"S0533","SUP064",29,"Female","Education","Master's","Part-time","Part-time job","No","Yes",4,"Invited",3,"No"
"S0534","SUP035",31,"Female","Education","Master's","Part-time","Full-time job","No","Yes",2,"Not invited",0,"No"
"S0535","SUP025",27,"Male","Humanities","Master's","Full-time","Part-time job","Yes","No",1,"Not invited",0,"No"
"S0536","SUP004",28,"Male","Education","Master's","Part-time","None","No","Yes",3,"Not invited",0,"No"
"S0537","SUP039",28,"Male","Health Sciences","PhD","Full-time","None","No","No",3,"Invited",2,"No"
"S0538","SUP107",31,"Female","Social Sciences","Master's","Full-time","None","No","No",4,"Not invited",0,"No"
"S0539","SUP090",33,"Female","Health Sciences","PhD","Part-time","Part-time job","No","No",4,"Invited",4,"Yes"
"S0540","SUP063",26,"Male","Health Sciences","Master's","Full-time","None","Yes","No",,"Not invited",0,"Yes"
"S0541","SUP054",25,"Female","Health Sciences","Master's","Full-time","Part-time job","No","No",3,"Not invited",0,"No"
"S0542","SUP015",31,"Male","Social Sciences","Master's","Full-time","Part-time job","No","No",1,"Not invited",0,"No"
"S0543","SUP091",28,"Male","Education","PhD","Full-time","None","No","Yes",5,"Invited",6,"Yes"
"S0544","SUP064",23,"Male","Education","Master's","Part-time","Part-time job","No","No",3,"Not invited",0,"No"
"S0545","SUP026",26,"Male","Humanities","Master's","Part-time","Part-time job","No","Yes",3,"Not invited",0,"No"
"S0546","SUP094",25,"Female","Humanities","Master's","Full-time","None","No","No",4,"Not invited",0,"Yes"
"S0547","SUP095",28,"Male","Social Sciences","Master's","Part-time","Full-time job","Yes","No",3,"Invited",5,"No"
"S0548","SUP108",33,"Male","Humanities","PhD","Full-time","None","Yes","No",3,"Not invited",0,"No"
"S0549","SUP110",37,"Male","Health Sciences","PhD","Full-time","None","Yes","No",5,"Invited",5,"No"
"S0550","SUP015",33,"Male","Social Sciences","PhD","Part-time","Full-time job","No","No",2,"Invited",2,"No"
"S0551","SUP005",28,"Male","Education","Master's","Full-time","Full-time job","No","Yes",1,"Invited",3,"No"
"S0552","SUP087",29,"Female","Health Sciences","Master's","Part-time","Full-time job","No","Yes",2,"Not invited",0,"No"
"S0553","SUP112",26,"Male","Health Sciences","Master's","Full-time","None","No","No",3,"Not invited",0,"No"
"S0554","SUP014",36,"Female","Education","Master's","Part-time","Part-time job","No","No",,"Invited",5,"No"
"S0555","SUP104",25,"Female","Education","Master's","Full-time","Part-time job","No","Yes",4,"Not invited",0,"No"
"S0556","SUP071",31,"Female","Natural Sciences","PhD","Full-time","None","Yes","No",3,"Invited",6,"No"
"S0557","SUP088",29,"Female","Health Sciences","PhD","Full-time","Part-time job","No","Yes",3,"Not invited",0,"No"
"S0558","SUP087",25,"Male","Health Sciences","Master's","Full-time","None","No","Yes",3,"Invited",1,"No"
"S0559","SUP048",24,"Female","Humanities","Master's","Full-time","None","No","No",3,"Not invited",0,"No"
"S0560","SUP003",26,"Male","Health Sciences","Master's","Full-time","None","No","No",3,"Not invited",0,"No"
"S0561","SUP090",29,"Male","Health Sciences","PhD","Full-time","None","No","No",3,"Invited",6,"No"
"S0562","SUP077",37,"Female","Health Sciences","PhD","Full-time","Part-time job","No","Yes",,"Invited",5,"No"
"S0563","SUP014",29,"Female","Education","Master's","Part-time","Full-time job","No","No",2,"Invited",2,"No"
"S0564","SUP013",33,"Male","Social Sciences","PhD","Full-time","None","No","No",1,"Not invited",0,"Yes"
"S0565","SUP001",44,"Female","Social Sciences","PhD","Part-time","Part-time job","Yes","Yes",,"Not invited",0,"No"
"S0566","SUP081",26,"Female","Humanities","Master's","Full-time","None","No","Yes",3,"Not invited",0,"No"
"S0567","SUP045",34,"Female","Natural Sciences","PhD","Part-time","None","Yes","Yes",2,"Invited",6,"Yes"
"S0568","SUP021",26,"Male","Health Sciences","Master's","Full-time","None","No","No",4,"Invited",1,"No"
"S0569","SUP087",30,"Female","Health Sciences","PhD","Full-time","None","No","No",1,"Not invited",0,"No"
"S0570","SUP043",33,"Male","Natural Sciences","PhD","Full-time","None","No","No",3,"Not invited",0,"No"
"S0571","SUP049",28,"Female","Humanities","Master's","Full-time","None","No","No",1,"Not invited",0,"No"
"S0572","SUP057",24,"Male","Education","Master's","Full-time","Part-time job","Yes","Yes",,"Not invited",0,"No"
"S0573","SUP078",27,"Female","Education","Master's","Full-time","Part-time job","No","Yes",2,"Invited",6,"No"
"S0574","SUP014",29,"Female","Education","Master's","Part-time","Part-time job","No","No",1,"Not invited",0,"No"
"S0575","SUP031",30,"Male","Health Sciences","PhD","Part-time","Full-time job","No","No",2,"Invited",2,"Yes"
"S0576","SUP083",37,"Female","Natural Sciences","Master's","Part-time","Full-time job","No","No",1,"Invited",6,"No"
"S0577","SUP085",30,"Male","Humanities","Master's","Full-time","None","Yes","No",3,"Not invited",0,"Yes"
"S0578","SUP024",34,"Male","Social Sciences","PhD","Full-time","Full-time job","Yes","Yes",2,"Not invited",0,"Yes"
"S0579","SUP049",28,"Male","Humanities","PhD","Part-time","Part-time job","No","Yes",3,"Not invited",0,"No"
"S0580","SUP041",25,"Female","Natural Sciences","Master's","Full-time","None","No","Yes",5,"Not invited",0,"No"
"S0581","SUP081",26,"Male","Humanities","Master's","Full-time","None","No","No",4,"Not invited",0,"No"
"S0582","SUP071",35,"Male","Natural Sciences","Master's","Part-time","Part-time job","No","No",1,"Not invited",0,"No"
"S0583","SUP073",33,"Female","Social Sciences","PhD","Part-time","Full-time job","No","No",,"Not invited",0,"Yes"
"S0584","SUP034",36,"Female","Health Sciences","PhD","Full-time","None","No","Yes",2,"Invited",6,"No"
"S0585","SUP098",27,"Male","Health Sciences","Master's","Full-time","None","Yes","No",3,"Invited",3,"No"
"S0586","SUP113",46,"Female","Education","PhD","Full-time","None","Yes","No",4,"Not invited",0,"No"
"S0587","SUP089",34,"Female","Health Sciences","PhD","Part-time","None","Yes","Yes",4,"Not invited",0,"No"
"S0588","SUP096",24,"Female","Social Sciences","Master's","Part-time","None","No","No",2,"Invited",6,"No"
"S0589","SUP056",27,"Female","Social Sciences","Master's","Full-time","None","No","Yes",3,"Invited",4,"No"
"S0590","SUP077",25,"Female","Health Sciences","Master's","Full-time","None","No","Yes",4,"Invited",6,"Yes"
"S0591","SUP061",30,"Female","Social Sciences","Master's","Full-time","None","Yes","No",5,"Invited",6,"No"
"S0592","SUP077",28,"Male","Health Sciences","PhD","Part-time","Part-time job","No","No",1,"Invited",4,"No"
"S0593","SUP077",26,"Male","Health Sciences","Master's","Full-time","Part-time job","No","Yes",3,"Invited",4,"Yes"
"S0594","SUP101",29,"Male","Humanities","PhD","Full-time","None","Yes","No",2,"Invited",3,"No"
"S0595","SUP017",26,"Female","Health Sciences","Master's","Full-time","Part-time job","No","No",3,"Not invited",0,"No"
"S0596","SUP111",30,"Female","Social Sciences","Master's","Full-time","None","Yes","Yes",5,"Not invited",0,"No"
"S0597","SUP013",36,"Male","Social Sciences","Master's","Full-time","Part-time job","Yes","No",3,"Invited",5,"Yes"
"S0598","SUP016",27,"Female","Humanities","Master's","Part-time","None","No","No",2,"Invited",6,"No"
"S0599","SUP012",28,"Male","Education","Master's","Full-time","Part-time job","No","No",3,"Invited",5,"No"
"S0600","SUP098",27,"Male","Health Sciences","Master's","Full-time","None","No","No",1,"Not invited",0,"No"
